Date,Order_ID,Product_ID,Dest. Warehouse, Source Factory,Shipping Time (Expected),Shipping Time (Actual),Delay Risk?,Total No. of Pieces,No. of pieces sold,No. of Pieces Returned,Avg. Batch Rating
2023-11-29,O66664,P012,W012,F005,3,3,No,1299,929,57,4.4
2023-11-29,O66665,P012,W015,F005,5,4,No,1169,736,94,4.4
2023-11-29,O66666,P010,W010,F005,4,5,Yes,906,558,75,4.4
2023-11-29,O66667,P016,W006,F001,3,3,No,606,478,30,3.8
2023-11-29,O66668,P018,W009,F003,4,2,No,790,589,35,4.8
2023-11-29,O66669,P007,W006,F005,4,2,No,1177,893,46,4.5
2023-11-29,O66670,P001,W019,F003,4,4,No,974,704,62,4.1
2023-11-29,O66671,P013,W013,F002,6,5,No,584,403,34,3.9
2023-11-29,O66672,P013,W019,F002,6,6,No,1302,991,70,4.0
2023-11-29,O66673,P009,W013,F002,6,6,No,1163,833,59,4.6
2023-11-29,O66674,P002,W017,F003,4,6,Yes,1326,842,75,4.6
2023-11-29,O66675,P019,W009,F002,4,3,No,1250,1021,38,4.1
2023-11-29,O66676,P006,W007,F001,3,3,No,1741,1354,65,3.9
2023-11-29,O66677,P017,W015,F001,5,5,No,974,597,86,4.9
2023-11-29,O66678,P011,W007,F001,3,4,Yes,703,482,51,3.8
2023-11-29,O66679,P006,W002,F001,6,7,Yes,1295,1073,54,4.6
2023-11-29,O66680,P019,W020,F002,6,6,No,1787,1251,88,3.7
2023-11-29,O66681,P013,W008,F002,4,4,No,843,663,32,4.1
2023-11-29,O66682,P018,W019,F003,4,5,No,1286,1027,42,4.1
2023-11-29,O66683,P018,W014,F003,5,6,Yes,703,499,42,4.4
2023-11-29,O66684,P008,W007,F001,3,5,Yes,1692,1318,58,4.8
2023-11-29,O66685,P016,W018,F001,3,3,No,655,448,49,3.8
2023-11-29,O66686,P017,W020,F001,3,3,No,1714,1199,95,4.6
2023-11-29,O66687,P016,W012,F005,3,1,No,1424,1082,68,3.6
2023-11-29,O66688,P012,W004,F005,4,3,No,1252,912,74,4.4
2023-11-29,O66689,P015,W019,F005,4,4,No,1246,821,75,3.8
2023-11-29,O66690,P004,W018,F003,5,5,No,1492,1144,74,3.9
2023-11-29,O66691,P008,W016,F001,6,5,No,1033,644,72,4.4
2023-11-29,O66692,P018,W016,F003,5,5,No,1519,990,117,4.0
2023-11-29,O66693,P005,W014,F005,3,3,No,864,607,39,4.3
2023-11-29,O66694,P012,W007,F005,3,3,No,726,472,43,4.1
2023-11-29,O66695,P001,W001,F003,3,5,No,1504,1064,69,4.5
2023-11-29,O66696,P016,W012,F001,3,3,No,1306,890,68,4.3
2023-11-29,O66697,P003,W006,F005,4,3,No,813,631,30,4.5
2023-11-29,O66698,P014,W008,F002,4,3,No,767,582,36,5.0
2023-11-29,O66699,P018,W018,F003,5,4,No,1086,666,70,4.8
2023-11-29,O66700,P015,W005,F005,6,7,Yes,1314,899,87,4.2
2023-11-29,O66701,P003,W016,F005,5,7,Yes,1263,865,83,3.6
2023-11-29,O66702,P008,W008,F001,3,4,Yes,1003,686,78,5.0
2023-11-29,O66703,P010,W016,F005,5,5,No,801,486,77,4.0
2023-11-29,O66704,P004,W010,F003,4,5,Yes,631,489,34,4.1
2023-11-29,O66705,P001,W004,F003,6,5,No,1555,1219,80,4.9
2023-11-29,O66706,P005,W001,F005,3,2,No,1113,716,93,4.5
2023-11-29,O66707,P017,W007,F001,3,3,No,1042,635,61,5.0
2023-11-29,O66708,P008,W017,F001,5,7,Yes,1231,775,75,3.8
2023-11-29,O66709,P017,W004,F001,6,6,No,1571,979,134,4.6
2023-11-29,O66710,P011,W010,F001,4,3,No,1260,886,74,3.9
2023-11-29,O66711,P001,W008,F003,4,6,No,982,800,42,3.8
2023-11-29,O66712,P009,W005,F002,4,2,No,1233,901,64,4.4
2023-11-29,O66713,P015,W016,F005,5,4,No,735,512,50,4.3
2023-11-29,O66714,P016,W009,F001,3,4,Yes,696,425,53,4.9
2023-11-29,O66715,P012,W002,F005,5,5,No,706,461,51,4.7
2023-11-29,O66716,P010,W002,F005,5,5,No,1565,1177,79,4.0
2023-11-29,O66717,P007,W008,F005,4,6,Yes,1530,1373,28,4.6
2023-11-29,O66718,P003,W018,F005,4,4,No,841,589,58,4.8
2023-11-29,O66719,P010,W006,F005,4,4,No,985,779,33,3.9
2023-11-29,O66720,P008,W002,F001,6,6,No,1531,1154,87,3.7
2023-11-29,O66721,P014,W005,F002,4,3,No,1741,1279,75,3.7
2023-11-29,O66722,P009,W002,F002,3,5,Yes,1020,762,41,4.9
2023-11-29,O66723,P011,W009,F001,3,2,No,606,411,29,4.9
2023-11-29,O66724,P001,W017,F001,5,5,No,956,853,20,3.7
2023-11-29,O66725,P011,W020,F001,3,5,Yes,500,390,16,4.5
2023-11-29,O66726,P009,W010,F002,6,8,Yes,721,574,34,4.4
2023-11-29,O66727,P015,W001,F005,3,3,No,1521,1213,56,5.0
2023-11-29,O66728,P011,W016,F001,6,8,No,738,506,47,4.2
2023-11-29,O66729,P015,W006,F005,4,4,No,967,752,34,4.4
2023-11-29,O66730,P017,W018,F001,3,5,No,649,407,52,4.3
2023-11-29,O66731,P008,W018,F001,3,4,Yes,1508,1200,65,3.7
2023-11-29,O66732,P001,W018,F003,5,5,No,1085,851,43,4.9
2023-11-29,O66733,P011,W015,F001,5,6,Yes,1701,1177,96,4.4
2023-11-29,O66734,P001,W005,F003,3,3,No,1306,1032,60,4.5
2023-11-29,O66735,P012,W020,F005,3,4,Yes,1436,1029,98,4.9
2023-11-29,O66736,P003,W014,F005,3,2,No,1323,823,76,4.2
2023-11-29,O66737,P007,W002,F005,5,4,No,989,771,41,3.8
2023-11-29,O66738,P012,W010,F005,4,2,No,1325,1040,51,4.0
2023-11-29,O66739,P017,W014,F001,3,5,Yes,696,490,33,4.3
2023-11-29,O66740,P004,W005,F003,3,3,No,1164,831,80,4.5
2023-11-29,O66741,P006,W018,F001,3,3,No,1889,1577,71,3.7
2023-11-29,O66742,P010,W012,F005,3,2,No,515,345,25,4.9
2023-11-29,O66743,P006,W005,F001,4,3,No,1274,1090,27,5.0
2023-11-29,O66744,P022,W001,F005,3,2,No,895,709,40,3.8
2023-11-29,O66745,P012,W009,F005,6,7,No,1334,807,94,4.6
2023-11-29,O66746,P004,W014,F003,5,5,No,1103,798,69,4.3
2023-11-29,O66747,P007,W010,F005,4,5,Yes,971,691,54,4.9
2023-11-29,O66748,P005,W017,F005,6,6,No,881,596,47,4.2
2023-11-29,O66749,P003,W002,F005,5,5,No,607,388,49,4.5
2023-11-29,O66750,P011,W011,F001,3,3,No,1669,1152,88,3.9
2023-11-29,O66751,P003,W011,F005,5,6,No,1636,1300,55,4.9
2023-11-29,O66752,P009,W014,F002,4,6,Yes,1676,1081,90,4.7
2023-11-29,O66753,P009,W008,F002,4,4,No,1586,1199,73,3.7
2023-11-29,O66754,P006,W020,F001,3,2,No,1474,1048,99,4.3
2023-11-29,O66755,P015,W011,F005,5,7,No,1698,1248,76,4.1
2023-11-29,O66756,P008,W013,F001,4,5,Yes,542,359,28,3.8
2023-11-29,O66757,P016,W011,F001,3,4,No,1556,1034,114,3.8
2023-11-29,O66758,P002,W018,F003,5,4,No,1690,1295,86,4.3
2023-11-29,O66759,P001,W002,F003,6,7,Yes,983,738,54,4.0
2023-11-29,O66760,P003,W012,F005,3,4,Yes,1148,721,96,4.7
2023-11-29,O66761,P006,W015,F001,5,6,Yes,1794,1346,87,4.4
2023-11-29,O66762,P004,W017,F003,4,6,No,594,435,36,4.2
2023-11-29,O66763,P002,W013,F003,4,4,No,853,583,56,4.3
2023-11-29,O66764,P002,W002,F001,6,8,No,1089,762,81,4.4
2023-11-29,O66765,P012,W001,F005,3,3,No,700,436,61,3.9
2023-11-29,O66766,P016,W003,F001,4,4,No,618,388,54,4.4
2023-11-29,O66767,P005,W006,F005,4,3,No,1547,1224,72,4.2
2023-11-29,O66768,P002,W008,F003,4,4,No,610,483,30,4.8
2023-11-29,O66769,P002,W013,F004,5,4,No,628,470,33,3.6
2023-11-29,O66770,P018,W011,F003,3,3,No,1121,789,81,4.6
2023-11-29,O66771,P017,W002,F001,6,7,Yes,954,613,62,3.9
2023-11-29,O66772,P024,W004,F003,6,7,Yes,1698,1451,47,3.8
2023-11-29,O66773,P003,W007,F005,3,3,No,910,697,40,3.9
2023-11-29,O66774,P012,W016,F005,5,6,No,1051,757,62,4.6
2023-11-29,O66775,P018,W006,F003,3,3,No,1242,943,51,3.5
2023-11-29,O66776,P005,W004,F005,4,5,Yes,1132,851,48,3.5
2023-11-29,O66777,P013,W007,F002,4,6,Yes,1738,1065,146,4.3
2023-11-29,O66778,P018,W005,F003,3,3,No,655,466,32,4.5
2023-11-29,O66779,P013,W006,F002,5,7,Yes,565,345,39,4.4
2023-11-29,O66780,P007,W003,F005,5,6,No,1622,1364,59,4.7
2023-11-29,O66781,P010,W018,F005,4,4,No,1565,1209,67,4.8
2023-11-29,O66782,P009,W003,F002,3,2,No,1209,814,59,4.3
2023-11-29,O66783,P011,W004,F001,6,6,No,1717,1182,109,4.8
2023-11-29,O66784,P016,W017,F001,5,3,No,871,543,73,3.7
2023-11-29,O66785,P005,W020,F005,3,3,No,952,701,59,4.4
2023-11-29,O66786,P019,W004,F002,3,3,No,1988,1410,119,4.5
2023-11-29,O66787,P003,W003,F005,5,3,No,681,421,59,4.7
2023-11-29,O66788,P014,W011,F002,6,6,No,1477,1022,78,4.3
2023-11-29,O66789,P004,W012,F003,5,6,Yes,520,414,19,3.9
2023-11-29,O66790,P013,W014,F002,4,4,No,1212,731,102,3.6
2023-11-30,O66791,P002,W019,F003,4,2,No,798,623,39,3.7
2023-11-30,O66792,P001,W001,F003,3,1,No,1132,811,57,4.3
2023-11-30,O66793,P004,W003,F003,4,4,No,1647,1283,75,3.7
2023-11-30,O66794,P016,W008,F001,3,3,No,811,600,46,4.6
2023-11-30,O66795,P003,W017,F005,6,5,No,577,415,35,4.7
2023-11-30,O66796,P011,W007,F001,3,4,Yes,989,709,53,4.6
2023-11-30,O66797,P013,W020,F002,6,8,No,617,414,42,4.4
2023-11-30,O66798,P008,W011,F001,3,3,No,946,663,57,3.7
2023-11-30,O66799,P004,W004,F003,6,5,No,643,497,33,3.8
2023-11-30,O66800,P017,W010,F001,4,3,No,1135,793,72,3.8
2023-11-30,O66801,P009,W003,F002,3,4,Yes,1792,1307,120,3.9
2023-11-30,O66802,P010,W010,F005,4,2,No,623,482,29,5.0
2023-11-30,O66803,P007,W006,F005,4,4,No,1989,1642,66,4.1
2023-11-30,O66804,P018,W007,F003,6,6,No,754,543,52,3.7
2023-11-30,O66805,P015,W014,F005,3,2,No,1693,1166,118,3.9
2023-11-30,O66806,P016,W013,F001,4,4,No,1560,1183,58,3.6
2023-11-30,O66807,P006,W020,F002,6,7,No,1955,1715,44,4.2
2023-11-30,O66808,P002,W017,F003,4,6,Yes,578,356,36,3.9
2023-11-30,O66809,P004,W011,F003,3,4,Yes,983,739,53,3.7
2023-11-30,O66810,P016,W005,F001,4,3,No,1717,1323,68,4.3
2023-11-30,O66811,P011,W016,F001,6,7,No,935,658,53,4.0
2023-11-30,O66812,P008,W010,F001,4,4,No,1241,961,65,3.5
2023-11-30,O66813,P006,W013,F001,4,6,No,1957,1436,97,4.6
2023-11-30,O66814,P016,W019,F001,4,3,No,1465,1068,86,5.0
2023-11-30,O66815,P014,W013,F002,6,6,No,1106,860,50,4.4
2023-11-30,O66816,P015,W005,F005,6,4,No,1545,1134,89,4.0
2023-11-30,O66817,P019,W012,F002,5,5,No,902,688,52,4.0
2023-11-30,O66818,P013,W010,F002,6,6,No,1165,915,45,4.0
2023-11-30,O66819,P003,W013,F005,6,7,Yes,1537,928,141,4.5
2023-11-30,O66820,P007,W009,F005,6,7,Yes,1735,1505,44,4.0
2023-11-30,O66821,P001,W007,F003,6,7,Yes,1457,1056,81,4.9
2023-11-30,O66822,P002,W008,F003,4,4,No,671,456,38,4.3
2023-11-30,O66823,P012,W008,F005,4,3,No,631,485,22,3.7
2023-11-30,O66824,P017,W013,F001,4,5,Yes,1389,1086,47,3.5
2023-11-30,O66825,P016,W014,F001,3,3,No,1229,868,75,4.6
2023-11-30,O66826,P012,W001,F005,3,2,No,896,711,36,3.7
2023-11-30,O66827,P015,W020,F005,3,4,Yes,1608,1151,108,4.6
2023-11-30,O66828,P006,W008,F001,3,5,No,1785,1452,66,4.1
2023-11-30,O66829,P001,W018,F003,5,5,No,1014,862,36,4.1
2023-11-30,O66830,P009,W019,F002,6,5,No,1267,805,105,3.9
2023-11-30,O66831,P019,W004,F002,3,4,No,1930,1563,55,4.5
2023-11-30,O66832,P014,W020,F002,6,7,No,1455,1037,62,5.0
2023-11-30,O66833,P006,W018,F001,3,2,No,1020,917,18,4.1
2023-11-30,O66834,P014,W009,F002,4,6,Yes,1653,1109,95,5.0
2023-11-30,O66835,P008,W015,F001,5,4,No,1085,702,71,4.9
2023-11-30,O66836,P010,W015,F005,5,6,No,798,572,38,4.0
2023-11-30,O66837,P007,W018,F005,4,4,No,1456,1232,39,3.7
2023-11-30,O66838,P013,W015,F002,6,6,No,612,469,34,3.9
2023-11-30,O66839,P018,W010,F003,4,5,Yes,740,471,63,4.2
2023-11-30,O66840,P011,W009,F001,3,4,Yes,929,599,56,3.8
2023-11-30,O66841,P008,W008,F001,3,3,No,610,390,42,3.7
2023-11-30,O66842,P017,W008,F001,3,2,No,1137,704,80,4.2
2023-11-30,O66843,P011,W006,F001,3,3,No,612,421,38,3.6
2023-11-30,O66844,P002,W002,F001,6,8,Yes,1184,719,114,3.5
2023-11-30,O66845,P010,W020,F005,3,4,No,1106,673,68,4.2
2023-11-30,O66846,P001,W005,F003,3,2,No,1977,1575,76,4.7
2023-11-30,O66847,P018,W016,F003,5,7,Yes,661,510,34,4.2
2023-11-30,O66848,P005,W003,F005,5,5,No,1348,994,63,4.0
2023-11-30,O66849,P013,W013,F002,6,6,No,693,454,40,4.2
2023-11-30,O66850,P003,W008,F005,4,6,No,1353,1047,60,4.1
2023-11-30,O66851,P003,W005,F005,6,6,No,1109,675,67,4.9
2023-11-30,O66852,P015,W004,F005,4,2,No,949,632,59,4.1
2023-11-30,O66853,P003,W019,F005,4,3,No,1486,1115,88,4.0
2023-11-30,O66854,P003,W018,F001,3,3,No,772,488,69,4.0
2023-11-30,O66855,P013,W003,F002,3,5,Yes,1796,1411,60,3.9
2023-11-30,O66856,P010,W007,F005,3,3,No,1223,825,88,4.9
2023-11-30,O66857,P011,W004,F001,6,7,No,845,656,28,4.1
2023-11-30,O66858,P019,W020,F002,6,5,No,1908,1359,96,4.3
2023-11-30,O66859,P013,W016,F002,5,3,No,1478,1012,109,4.5
2023-11-30,O66860,P012,W018,F005,4,4,No,1433,1141,59,3.9
2023-11-30,O66861,P007,W017,F005,6,7,No,1588,1218,92,4.3
2023-11-30,O66862,P004,W015,F003,3,1,No,857,551,74,4.3
2023-11-30,O66863,P006,W015,F001,5,5,No,1074,774,65,4.2
2023-11-30,O66864,P018,W017,F003,4,4,No,1576,1145,79,4.6
2023-11-30,O66865,P012,W010,F005,4,4,No,828,569,61,3.8
2023-11-30,O66866,P005,W002,F005,5,6,Yes,1246,918,74,4.9
2023-11-30,O66867,P012,W011,F005,5,6,No,1080,787,46,4.2
2023-11-30,O66868,P016,W020,F001,3,2,No,819,598,41,3.9
2023-11-30,O66869,P006,W007,F001,3,3,No,1940,1424,128,4.8
2023-11-30,O66870,P007,W002,F005,5,4,No,1288,944,79,3.8
2023-11-30,O66871,P017,W007,F001,3,4,No,1333,947,82,4.4
2023-11-30,O66872,P011,W018,F001,3,3,No,1772,1071,156,3.7
2023-11-30,O66873,P012,W014,F005,3,3,No,1666,1055,124,3.7
2023-11-30,O66874,P010,W011,F005,5,6,Yes,536,352,44,4.5
2023-11-30,O66875,P009,W020,F002,6,6,No,964,676,62,4.2
2023-11-30,O66876,P013,W001,F002,4,4,No,678,494,29,3.6
2023-11-30,O66877,P015,W019,F005,4,4,No,1326,917,70,3.5
2023-11-30,O66878,P004,W005,F003,3,2,No,1499,972,103,3.6
2023-11-30,O66879,P017,W019,F002,6,6,No,1651,1119,129,4.9
2023-11-30,O66880,P008,W003,F001,4,4,No,665,469,39,3.9
2023-11-30,O66881,P012,W016,F005,5,3,No,1416,949,104,4.3
2023-11-30,O66882,P018,W001,F003,3,4,Yes,662,449,37,4.1
2023-11-30,O66883,P017,W017,F001,5,5,No,959,610,71,4.2
2023-11-30,O66884,P012,W017,F005,6,6,No,1748,1398,63,4.6
2023-11-30,O66885,P014,W018,F002,3,3,No,800,562,49,3.8
2023-11-30,O66886,P011,W010,F001,4,4,No,584,460,27,3.9
2023-11-30,O66887,P001,W003,F003,4,4,No,1271,1026,53,4.8
2023-11-30,O66888,P001,W015,F003,3,3,No,1071,846,48,4.8
2023-11-30,O66889,P002,W002,F003,6,6,No,1703,1221,99,4.2
2023-11-30,O66890,P012,W009,F005,6,7,No,778,570,43,4.8
2023-11-30,O66891,P007,W013,F005,6,5,No,1179,1017,30,3.7
2023-11-30,O66892,P019,W006,F002,5,4,No,1096,826,52,4.4
2023-11-30,O66893,P017,W012,F001,3,4,Yes,1784,1404,76,4.9
2023-11-30,O66894,P001,W009,F003,4,3,No,1345,1039,69,4.2
2023-11-30,O66895,P002,W003,F003,4,4,No,1680,1048,156,4.5
2023-11-30,O66896,P017,W009,F001,3,3,No,1132,862,61,3.9
2023-11-30,O66897,P010,W014,F005,3,4,Yes,798,564,38,3.8
2023-11-30,O66898,P015,W016,F005,5,4,No,837,510,73,4.1
2023-11-30,O66899,P015,W010,F005,4,5,Yes,887,634,41,3.9
2023-11-30,O66900,P005,W013,F005,6,5,No,1623,1112,108,4.4
2023-11-30,O66901,P014,W004,F002,3,5,Yes,1519,1145,76,4.2
2023-11-30,O66902,P008,W004,F001,6,5,No,878,570,70,4.7
2023-11-30,O66903,P018,W011,F003,3,2,No,1674,1153,98,3.5
2023-11-30,O66904,P011,W020,F001,3,3,No,596,461,27,4.9
2023-11-30,O66905,P001,W012,F003,5,7,Yes,1912,1349,135,4.4
2023-11-30,O66906,P024,W004,F003,6,7,Yes,1785,1540,45,4.4
2023-11-30,O66907,P010,W003,F005,5,6,No,1700,1228,108,4.8
2023-11-30,O66908,P005,W006,F005,4,5,Yes,508,359,28,4.5
2023-11-30,O66909,P015,W011,F005,5,5,No,1672,1230,76,4.2
2023-11-30,O66910,P009,W009,F002,4,3,No,1727,1287,96,3.8
2023-11-30,O66911,P004,W019,F003,4,6,Yes,1327,821,91,4.9
2023-11-30,O66912,P012,W006,F005,4,3,No,1306,1023,63,4.3
2023-11-30,O66913,P006,W004,F001,6,7,No,1183,1014,37,4.6
2023-11-30,O66914,P006,W005,F001,4,4,No,1492,1134,83,4.2
2023-11-30,O66915,P017,W014,F001,3,3,No,1485,1050,107,3.9
2023-11-30,O66916,P018,W009,F003,4,3,No,822,575,44,4.4
2023-11-30,O66917,P004,W018,F003,5,6,No,1495,987,112,4.2
2023-11-30,O66918,P018,W018,F003,5,3,No,885,659,53,3.9
2023-11-30,O66919,P009,W007,F002,4,3,No,1253,965,49,3.7
2023-11-30,O66920,P017,W004,F001,6,6,No,790,520,51,4.4
2023-11-30,O66921,P008,W002,F001,6,5,No,1679,1217,101,4.3
2023-11-30,O66922,P001,W004,F003,6,8,Yes,1829,1405,75,4.7
2023-11-30,O66923,P010,W017,F005,6,4,No,594,434,36,4.5
2023-11-30,O66924,P015,W001,F005,3,3,No,1531,1082,108,3.8
2023-11-30,O66925,P009,W004,F002,3,4,Yes,618,432,46,4.4
2023-11-30,O66926,P015,W006,F005,4,5,Yes,1762,1125,147,3.9
2023-11-30,O66927,P001,W010,F003,4,5,No,1265,1074,28,4.5
2023-11-30,O66928,P014,W006,F002,5,5,No,687,455,56,4.7
2023-11-30,O66929,P005,W014,F005,3,4,Yes,641,425,40,4.8
2023-11-30,O66930,P018,W015,F003,3,2,No,932,605,75,4.9
2023-11-30,O66931,P019,W002,F002,3,1,No,1970,1574,76,4.0
2023-11-30,O66932,P007,W020,F005,3,3,No,1117,910,47,4.1
2023-11-30,O66933,P002,W004,F003,6,7,Yes,1717,1161,90,4.4
2023-11-30,O66934,P005,W009,F005,6,6,No,1265,912,68,4.6
2023-11-30,O66935,P016,W012,F005,3,5,No,1166,912,45,3.8
2023-11-30,O66936,P011,W013,F001,4,3,No,836,551,46,4.9
2023-11-30,O66937,P010,W018,F005,4,2,No,680,430,53,4.4
2023-11-30,O66938,P021,W010,F001,4,3,No,1164,805,70,3.8
2023-11-30,O66939,P006,W009,F001,3,3,No,1525,1210,77,4.5
2023-11-30,O66940,P018,W006,F003,3,3,No,1028,677,83,4.7
2023-11-30,O66941,P004,W017,F003,4,6,Yes,1600,1236,88,4.4
2023-11-30,O66942,P004,W014,F003,5,4,No,1013,645,64,4.2
2023-11-30,O66943,P005,W016,F005,5,5,No,858,557,53,4.2
2023-11-30,O66944,P015,W018,F005,4,4,No,690,527,28,4.5
2023-11-30,O66945,P008,W018,F001,3,3,No,1306,980,66,4.3
2023-11-30,O66946,P007,W012,F005,3,1,No,1941,1591,84,4.2
2023-11-30,O66947,P001,W002,F003,6,7,Yes,1973,1596,67,4.5
2023-11-30,O66948,P018,W004,F003,6,4,No,615,477,26,4.1
2023-11-30,O66949,P008,W001,F001,4,6,No,1404,1118,43,4.4
2023-11-30,O66950,P018,W013,F003,4,4,No,1619,1164,84,4.4
2023-11-30,O66951,P001,W017,F001,5,4,No,1295,1111,39,3.7
2023-11-30,O66952,P003,W011,F005,5,3,No,1155,716,95,4.2
2023-11-30,O66953,P009,W017,F002,6,6,No,1354,923,76,3.9
2023-11-30,O66954,P005,W015,F005,5,3,No,1106,725,66,4.4
2023-11-30,O66955,P009,W006,F002,5,5,No,1480,1110,78,4.2
2023-11-30,O66956,P014,W016,F002,5,5,No,1395,1090,73,4.9
2023-11-30,O66957,P003,W006,F005,4,4,No,503,396,16,4.9
2023-11-30,O66958,P006,W010,F001,4,3,No,1351,1147,40,3.7
2023-11-30,O66959,P004,W016,F003,5,4,No,1638,1201,91,4.4
2023-11-30,O66960,P019,W008,F002,4,2,No,1432,1198,52,4.8
2023-11-30,O66961,P017,W005,F001,4,4,No,649,501,28,3.7
2023-11-30,O66962,P006,W017,F001,5,4,No,1040,839,48,3.8
2023-11-30,O66963,P014,W010,F002,6,4,No,574,381,46,3.7
2023-11-30,O66964,P011,W017,F001,5,6,Yes,1257,851,81,4.2
2023-11-30,O66965,P002,W006,F003,3,4,Yes,990,607,74,4.0
2023-11-30,O66966,P002,W007,F003,6,4,No,1529,1062,74,5.0
2023-11-30,O66967,P010,W006,F005,4,6,Yes,708,452,60,4.7
2023-11-30,O66968,P001,W016,F003,5,5,No,1207,1019,41,4.6
2023-11-30,O66969,P018,W014,F003,5,5,No,1057,677,63,4.0
2023-11-30,O66970,P006,W002,F001,6,5,No,1707,1354,66,4.3
2023-11-30,O66971,P016,W016,F001,6,7,Yes,815,510,50,3.5
2023-11-30,O66972,P009,W008,F002,4,5,Yes,1255,925,68,4.9
2023-11-30,O66973,P003,W004,F005,4,3,No,1384,843,130,4.2
2023-11-30,O66974,P014,W002,F002,3,1,No,929,652,50,4.4
2023-11-30,O66975,P014,W003,F002,3,2,No,1658,1261,92,4.0
2023-11-30,O66976,P008,W009,F001,3,4,Yes,509,328,37,3.5
2023-11-30,O66977,P013,W008,F002,4,4,No,504,381,29,4.4
2023-11-30,O66978,P018,W002,F003,6,6,No,1299,991,52,4.7
2023-11-30,O66979,P005,W018,F005,4,3,No,1416,966,106,5.0
2023-11-30,O66980,P030,W015,F005,5,5,No,969,686,59,4.2
2023-11-30,O66981,P012,W019,F005,4,6,Yes,962,733,52,4.6
2023-11-30,O66982,P018,W005,F003,3,5,Yes,631,408,49,3.5
2023-11-30,O66983,P016,W002,F001,6,6,No,862,668,35,4.6
2023-11-30,O66984,P015,W015,F005,5,6,Yes,1079,747,80,4.1
2023-11-30,O66985,P011,W019,F001,4,4,No,912,687,41,4.2
2023-11-30,O66986,P001,W019,F003,4,5,Yes,1775,1292,114,4.4
2023-11-30,O66987,P003,W009,F005,6,8,Yes,1515,1129,83,3.7
2023-11-30,O66988,P009,W013,F002,6,6,No,564,408,38,4.6
2023-11-30,O66989,P011,W001,F001,4,4,No,1697,1074,149,4.7
2023-11-30,O66990,P010,W019,F005,4,6,No,1675,1308,72,4.1
2023-11-30,O66991,P006,W019,F001,4,4,No,1868,1450,92,3.6
2023-11-30,O66992,P009,W016,F002,5,5,No,781,535,54,3.9
2023-11-30,O66993,P016,W015,F001,5,6,Yes,1333,1002,57,4.8
2023-11-30,O66994,P006,W012,F001,3,3,No,1555,1295,47,4.8
2023-11-30,O66995,P013,W009,F002,4,6,No,931,727,40,4.0
2023-11-30,O66996,P007,W001,F005,3,5,No,1621,1275,58,4.5
2023-11-30,O66997,P017,W011,F001,3,4,No,1058,723,76,4.6
2023-11-30,O66998,P007,W010,F005,4,4,No,1689,1233,95,4.4
2023-11-30,O66999,P010,W005,F005,6,7,Yes,1716,1256,84,4.0
2023-11-30,O67000,P001,W008,F003,4,3,No,1280,900,74,4.4
2023-11-30,O67001,P010,W001,F005,3,3,No,1688,1106,140,4.9
2023-11-30,O67002,P011,W015,F001,5,5,No,688,441,43,4.8
2023-11-30,O67003,P013,W019,F002,6,7,No,863,687,30,4.3
2023-11-30,O67004,P014,W011,F002,6,6,No,694,489,49,3.6
2023-11-30,O67005,P017,W001,F001,4,4,No,1234,753,75,4.9
2023-11-30,O67006,P010,W016,F005,5,6,No,1694,1049,155,4.1
2023-11-30,O67007,P004,W010,F003,4,5,Yes,780,479,71,4.9
2023-11-30,O67008,P002,W016,F003,5,5,No,1599,1106,100,4.6
2023-11-30,O67009,P015,W017,F005,6,6,No,860,550,60,4.4
2023-11-30,O67010,P012,W007,F005,3,3,No,1548,953,127,3.9
2023-11-30,O67011,P009,W018,F002,3,3,No,734,537,32,4.3
2023-11-30,O67012,P002,W013,F003,4,4,No,1772,1414,73,4.7
2023-11-30,O67013,P016,W006,F001,3,4,Yes,1335,939,77,3.7
2023-11-30,O67014,P007,W003,F005,5,7,No,1705,1230,118,4.8
2023-11-30,O67015,P019,W014,F002,4,6,Yes,1353,1062,69,4.8
2023-11-30,O67016,P015,W009,F005,6,7,No,1760,1296,100,3.7
2023-11-30,O67017,P003,W020,F005,3,3,No,739,470,56,4.6
2023-11-30,O67018,P006,W020,F001,3,4,Yes,1559,1198,64,3.6
2023-11-30,O67019,P003,W007,F005,3,5,Yes,1252,779,116,4.3
2023-11-30,O67020,P002,W015,F003,3,3,No,719,512,31,4.0
2023-11-30,O67021,P007,W016,F005,5,4,No,1297,1156,22,4.2
2023-11-30,O67022,P014,W015,F002,6,6,No,1376,938,72,4.5
2023-11-30,O67023,P008,W017,F001,5,5,No,713,505,37,3.9
2023-11-30,O67024,P012,W002,F005,5,6,Yes,892,546,65,5.0
2023-11-30,O67025,P019,W015,F002,6,6,No,1019,831,30,4.9
2023-11-30,O67026,P013,W004,F002,3,4,Yes,1409,877,89,4.2
2023-11-30,O67027,P005,W017,F005,6,7,Yes,1769,1278,120,3.6
2023-11-30,O67028,P007,W007,F005,3,3,No,1729,1301,90,4.6
2023-11-30,O67029,P005,W019,F005,4,3,No,812,523,57,3.7
2023-11-30,O67030,P014,W017,F002,6,8,Yes,754,475,68,3.9
2023-11-30,O67031,P017,W016,F001,6,6,No,1394,1023,63,3.5
2023-11-30,O67032,P016,W003,F001,4,4,No,1096,724,71,4.2
2023-11-30,O67033,P006,W016,F001,6,7,No,1596,1256,83,3.9
